Time;Nb detections 1;Nb detections 2;% of coloc. (% 1 inside 2);p-value (1 inside 2);log p-value (% 1 inside 2);Step Ripley;r max Ripley;% of 1 coloc. with 2 (fit);Mean coloc. distance (fit);% of 1 coloc. with 2 (SODA);Mean coloc. distance (SODA);p-value (SODA);log p-value (SODA)
0.00;56.00;56.00;0.00;0.70;-0.16;1.00;5.00;0.42;2.65;0.27;2.46;0.00;-3.67
1.00;50.00;52.00;0.02;0.06;-1.22;1.00;5.00;0.65;3.10;0.37;2.73;0.00;-6.99
2.00;56.00;56.00;0.04;0.00;-3.81;1.00;5.00;0.43;2.00;0.39;2.96;0.00;-10.94
3.00;50.00;62.00;0.02;0.07;-1.15;1.00;5.00;0.49;2.85;0.38;3.09;0.00;-4.74
4.00;58.00;52.00;0.06;0.00;-7.33;1.00;5.00;1.00;3.80;0.60;3.20;0.00;-7.54
5.00;63.00;55.00;0.04;0.00;-2.91;1.00;5.00;0.88;2.60;0.57;3.04;0.00;-9.02
6.00;56.00;53.00;0.06;0.00;-7.01;1.00;5.00;0.99;3.00;0.68;3.05;0.00;-9.88
7.00;48.00;58.00;0.00;0.70;-0.15;1.00;5.00;0.65;2.60;0.43;2.51;0.00;-11.87
8.00;45.00;53.00;0.06;0.00;-9.25;1.00;5.00;0.54;2.25;0.49;2.98;0.00;-10.56
9.00;57.00;47.00;0.04;0.00;-3.53;1.00;5.00;0.96;3.05;0.47;2.79;0.00;-8.02
10.00;63.00;60.00;0.03;0.01;-2.22;1.00;5.00;0.51;2.80;0.38;3.16;0.01;-2.29
11.00;57.00;54.00;0.00;0.68;-0.17;1.00;5.00;0.25;2.10;0.32;3.20;0.00;-3.29
12.00;62.00;72.00;0.01;0.15;-0.84;1.00;5.00;0.48;3.00;0.32;2.73;0.00;-6.65
13.00;64.00;66.00;0.02;0.13;-0.88;1.00;5.00;0.49;2.65;0.38;3.10;0.00;-3.95
14.00;51.00;56.00;0.05;0.00;-9.49;1.00;5.00;0.24;2.05;0.19;2.80;0.00;-2.87
15.00;55.00;54.00;0.00;0.70;-0.15;1.00;5.00;1.00;2.90;0.76;3.30;0.00;-22.77
16.00;57.00;56.00;0.07;0.00;-10.41;1.00;5.00;0.85;2.15;0.43;1.75;0.00;-19.29
17.00;52.00;47.00;0.02;0.07;-1.16;1.00;5.00;1.00;3.05;0.71;3.48;0.00;-15.78
18.00;44.00;48.00;0.04;0.00;-5.00;1.00;5.00;1.00;3.30;0.46;2.88;0.00;-26.35
19.00;42.00;49.00;0.04;0.00;-5.52;1.00;5.00;0.55;2.15;0.49;2.88;0.00;-12.29
