"x","y","z","intensity"
110,126.285714285714,0,108.714285714286
43.1666666666667,125.166666666667,0,108
81.125,124.125,0,121.375
100.090909090909,123.363636363636,0,103.818181818182
37,123,0,122.555555555556
12.8571428571429,121.928571428571,0,113.285714285714
113.285714285714,120,0,115.857142857143
44.1666666666667,113.166666666667,0,106.5
10.8333333333333,111.166666666667,0,121.833333333333
2.71428571428571,111,0,120
119.875,109.875,0,112.625
75.1111111111111,110.666666666667,0,118.888888888889
109,110.5,0,119.8125
6.83333333333333,109.166666666667,0,124.833333333333
44.875,107.875,0,122.375
56.875,107.125,0,103.125
36,106.285714285714,0,114.714285714286
27.875,105.875,0,108.75
80.8333333333333,101.833333333333,0,106.5
36.5,100.5,0,106.5
107.166666666667,100.166666666667,0,111
61.2,97.4,0,121.6
88.7142857142857,96.8571428571429,0,110.571428571429
72.2857142857143,95,0,124.428571428571
66.3076923076923,95.1538461538462,0,129.153846153846
58.125,92.875,0,115.5
11.1666666666667,90.8333333333333,0,101.333333333333
0.4,83.8,0,105.2
96,83.1666666666667,0,141.833333333333
64.8333333333333,80.8333333333333,0,105
118,78,0,115.888888888889
86.125,78.125,0,107
22.875,77.875,0,107
53.125,77.125,0,111
121,74,0,110.666666666667
83,71.7142857142857,0,108.714285714286
56.1666666666667,70.1666666666667,0,107.166666666667
1.09090909090909,68.6363636363636,0,151.363636363636
81,64.25,0,100.75
122,61,0,104.444444444444
49.875,60.875,0,114.875
66,59,0,114.222222222222
80,58.1428571428571,0,116.857142857143
107,57.5,0,97.875
2.5,55,0,118
5.92307692307692,56.1538461538462,0,116.384615384615
114.615384615385,54.3846153846154,0,133
57,54,0,116.571428571429
74.125,50.875,0,102.375
108,49,0,106.222222222222
50.7142857142857,49,0,101.571428571429
59.7692307692308,47.3846153846154,0,111.153846153846
47,44.2857142857143,0,110
38.125,41.125,0,108.125
52.125,39.875,0,115.5
24.9166666666667,40.0833333333333,0,114.416666666667
92,36,0,117.333333333333
84.875,35.875,0,106
32.8333333333333,35.1666666666667,0,117.333333333333
27.875,33.875,0,115.75
15.8076923076923,34.1923076923077,0,148
89.3333333333333,29.8888888888889,0,110.222222222222
51.8333333333333,28.8333333333333,0,109.5
114.125,28.125,0,101.375
71,27.2857142857143,0,125.857142857143
19,26,0,136
82,25,0,133.846153846154
67,24,0,114.714285714286
14.7368421052632,23.5263157894737,0,137.157894736842
43.8333333333333,21.1666666666667,0,105.166666666667
97,18,0,114.888888888889
42.5,17,0,120.5
26,17,0,112.777777777778
4.36363636363636,14.0909090909091,0,119.272727272727
45,12.7142857142857,0,114.714285714286
123.125,12.125,0,111.625
78,13,0,137.411764705882
43,7,0,100.6
91.3333333333333,3.11111111111111,0,107.222222222222
59.875,3.125,0,96.75
42,0.5,0,116.333333333333
21.5,1,0,114.166666666667
