Time;Nb detections 1;Nb detections 2;% of coloc. (% 1 inside 2);p-value (1 inside 2);log p-value (% 1 inside 2);Step Ripley;r max Ripley;% of 1 coloc. with 2 (fit);Mean coloc. distance (fit);% of 1 coloc. with 2 (SODA);Mean coloc. distance (SODA);p-value (SODA);log p-value (SODA)
0.00;71.00;54.00;0.11;0.00;-21.79;1.00;5.00;1.00;2.60;0.56;2.29;0.00;-11.98
1.00;60.00;60.00;0.02;0.14;-0.85;1.00;5.00;0.76;2.40;0.51;2.07;0.00;-29.48
2.00;68.00;47.00;0.09;0.00;-11.38;1.00;5.00;1.00;2.90;0.52;2.42;0.00;-18.01
3.00;64.00;60.00;0.03;0.00;-2.63;1.00;5.00;0.94;2.25;0.56;1.73;0.00;-20.57
4.00;55.00;56.00;0.07;0.00;-11.16;1.00;5.00;0.70;2.45;0.51;2.32;0.00;-10.14
5.00;47.00;47.00;0.04;0.00;-5.55;1.00;5.00;0.66;1.90;0.64;2.33;0.00;-35.40
6.00;61.00;57.00;0.07;0.00;-9.57;1.00;5.00;0.83;2.15;0.53;1.88;0.00;-21.99
7.00;55.00;60.00;0.03;0.00;-3.11;1.00;5.00;0.85;2.25;0.71;2.41;0.00;-28.15
8.00;57.00;56.00;0.04;0.00;-2.83;1.00;5.00;0.99;2.70;0.64;2.97;0.00;-14.09
9.00;52.00;54.00;0.02;0.09;-1.06;1.00;5.00;0.61;2.10;0.72;2.98;0.00;-15.47
10.00;52.00;54.00;0.04;0.00;-4.01;1.00;5.00;0.53;2.15;0.38;1.96;0.00;-11.65
11.00;56.00;56.00;0.04;0.00;-3.56;1.00;5.00;0.94;3.20;0.59;2.96;0.00;-11.39
12.00;60.00;60.00;0.02;0.12;-0.92;1.00;5.00;0.80;2.50;0.46;2.47;0.00;-9.69
13.00;63.00;67.00;0.03;0.00;-2.40;1.00;5.00;0.71;2.20;0.59;2.33;0.00;-19.97
14.00;63.00;68.00;0.01;0.16;-0.79;1.00;5.00;0.70;2.55;0.54;2.56;0.00;-11.63
15.00;43.00;52.00;0.04;0.00;-5.30;1.00;5.00;0.87;2.55;0.50;2.35;0.00;-19.80
16.00;43.00;44.00;0.07;0.00;-9.42;1.00;5.00;1.00;3.05;0.65;2.88;0.00;-12.37
17.00;54.00;60.00;0.03;0.00;-2.45;1.00;5.00;1.00;2.45;0.73;2.58;0.00;-24.85
18.00;52.00;54.00;0.06;0.00;-6.87;1.00;5.00;1.00;2.40;0.60;2.28;0.00;-14.49
19.00;51.00;55.00;0.04;0.00;-3.01;1.00;5.00;0.76;2.30;0.53;2.47;0.00;-16.35
