Var1,Var2
5.243345,0.0524316540844652
5.22260899999999,0.084479347519812
5.08580599999999,0.0398134785606548
4.99817699999999,0.0464770880503123
5.23360599999999,0.0563989939359359
5.20967599999999,0.0739386272855143
4.91568899999999,0.0471103746002441
5.13347099999999,0.0404967216516443
5.18998099999999,0.0286727615486182
5.19161199999999,0.0511617331507281
5.23400199999999,0.0377269887317873
5.03695799999999,0.0683788715907436
4.76247599999999,0.0711991135198478
4.91439099999999,0.0399248044545661
5.25979099999999,0.0253632649727784
4.94689099999999,0.00759115201935145
4.95844899999999,0.0352834878336559
5.004786,0.0302371080300379
5.16616799999999,0.0549885785734592
5.18222799999999,0.0459540817628321
5.145047,0.0331236107411037
4.87824599999999,0.047447759684462
4.76153799999999,0.0457724361256169
5.07683499999999,0.0346131201946829
5.221812,0.0577547660100306
5.237987,0.066534663274207
5.082778,0.0743019577315938
4.97493,0.0370921726297579
5.083726,0.0630219077962106
4.995442,0.0181992078152726
5.02326599999999,0.0827956955490103
5.006206,0.0353224787310706
5.027445,0.0483729231863466
5.25824599999999,0.091750413971166
5.07803899999999,0.0962211816583673
5.04434999999999,0.102368104759837
4.82842999999999,0.0715700000000048
5.002372,0.0288464571016531
4.97517499999999,0.000450539257977667
4.99809399999999,0.0511456813902988
4.78478299999999,0.022087733318652
4.96850899999999,0.0730973675832125
5.11476699999999,0.0381843763456384
5.17138999999999,0.0362249425287366
4.95340999999999,0.0549921845679924
5.09210699999999,0.0375293241992658
5.16462299999999,0.0458995534348468
5.101271,-0.00918333553827466
4.923977,0.0671944039620982
5.05988599999999,0.042142912903457
5.32765599999999,0.0740764623686445
5.164605,0.0718232090309483
4.982776,0.0382848424336952
5.04700799999999,0.0339987987849009
4.941232,0.0480778005452711
5.193092,0.0719690869259928
5.22261399999999,0.0468838437248786
4.81913699999999,0.0350760144605147
5.14826999999999,0.0230055212466622
5.14187099999999,0.0377327213266092
5.22851499999999,0.068006180084299
5.09463499999999,0.0448311921708182
5.041837,0.0448530300386221
5.13060999999999,0.018249109018476
4.77165099999999,0.0441842668213441
5.06298199999999,0.0481128905109509
5.11843099999999,0.0945462906368659
5.127141,0.0533662103431123
5.14720099999999,0.0370792894604852
5.031523,0.0852912877885803
5.192566,-0.0208306546720847
5.08523299999999,0.0341905225955985
4.981845,0.0515841876347913
5.12112699999999,0.0438026698491374
5.15735899999999,0.0304183007013075
5.04811199999999,0.0243425838614266
5.09894099999999,0.028037417266189
5.078469,0.0911480654025585
5.057911,0.0560969540433032
5.11554199999999,0.0403556582827429
5.08137,0.084625904822424
5.063325,0.0102433134338984
4.94298599999999,0.0799158391938537
5.10822899999999,0.0696542116788326
4.67695199999999,0.0725782789420446
5.20395,0.0790874061337643
5.09762599999999,0.00358422768081734
5.10445299999999,0.0438108138462638
4.902101,0.0606706045013787
4.934769,0.067136739206914
5.09349799999999,0.0244750222384278
4.83511299999999,0.0466614916820696
5.07851899999999,0.0274285806451626
5.17924099999999,0.0312160383912259
5.08068599999999,0.0401773093525177
4.99332799999999,0.0150735354530314
5.11160799999999,0.0292080259242908
5.19147399999999,0.0964265766844328
5.07656499999999,0.0516438260744145
5.058218,0.0684575044925575
